id,name,officialAllergenStatus,sourceFamily,parserProfile,totalItemCount,officialItemCount,officialCoverageRatio,directAverageAllergenCount,crossContactAverageAllergenCount,directItemWithAnyCount,directItemWithAnyRatio,crossContactItemWithAnyCount,crossContactItemWithAnyRatio,officialEvidenceBucket,officialFullMatrixOrApiCount,officialIngredientDisclosureCount,officialProductSectionCount,officialGlobalCrossContactNoteCount,suspiciousOfficialParserFragmentCount,dominantDirectAllergenSet,dominantDirectAllergenSetCount,dominantDirectAllergenSetRatio,dominantCrossContactSet,dominantCrossContactSetCount,dominantCrossContactSetRatio,suspiciousRowCount,classifications,remediationBucket,reviewNote,sourceUrls,evidenceSnippets
osm-jackson-s-832367351,Jackson's,not-found,generic-website,generic-website,57,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.jacksonsva.com/ | https://order.greatamericanrestaurants.com/api/vendors/jacksons-mighty-fine-foods-lucky-lounge,"Crispy Brussels sprouts w. bacon & spiced pecans & a field greens salad. *may contain raw or undercooked ingredients | Crispy Brussels sprouts w. bacon & spiced pecans *may contain raw or undercooked ingredients | Recovered from the reviewed launch repository after shared classifier tightening confirmed this row is a menu item. | Loaded baked potato & roasted cremini mushrooms...& a field greens salad. *may contain raw or undercooked ingredients | With fresh, hand cut fries. *may contain raw or undercooked ingredients"
osm-japomen-4254699882,Japomen,not-found,generic-website,generic-website,156,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://japomen.com/japomenvienna-8wjhj2 | https://japomen.com/menu | https://japomen.com/menu?item=unadon-O8EO&matchItemName=Undone | https://japomen.com/menu?item=salmondon-3eHn&matchItemName=Salmondon | https://japomen.com/menu?item=seaweed-salad-B5yS&matchItemName=Seaweed%20Salad | https://japomen.com/menu?item=house-salad-3iAX&matchItemName=House%20Salad | https://japomen.com/menu?item=assorted-tempura-CuJZ&matchItemName=Assorted%20tempura | https://japomen.com/menu?item=takoyaki-Ix9E&matchItemName=Takoyaki | https://japomen.com/menu?item=cream-cheese-crab-dumpling-4pc-FuQb&matchItemName=Cream%20Cheese%20Crab%20Dumpling%20(4pc) | https://japomen.com/menu?item=edamame-Xcln&matchItemName=Edamame,3pc Sashimi | 2pc fried shrimps & 2pc Veggie pancakes
osm-jas-fam-caribbean-flavor-jamaican-13470610553,Jas & Fam Caribbean Flavor Jamaican Restaurant,not-found,generic-website,generic-website,90,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,"https://www.jasandfamcaribbeanflavor.com/ | https://www.jasandfamcaribbeanflavor.com/app/store/api/v28/editor/users/132565495/sites/477940527553839553/products?page=1&per_page=200&include=images,media_files,discounts",5 Pc Wings Only | Ackee and Saltfish | Mash bananas with sugar and spices; stir flour into banana mixture | Jamaican beef patties ​are made with a flaky pastry and filled with a fragrant seasoned beef filling | Jamaican Black Fruit Rum Cake
osm-jerry-chen-s-12207890777,Jerry Chen's,not-found,generic-website,generic-website,37,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.jerryschen.com/t1iqv5ea/restaurant/order-online | https://www.jerryschen.com/t1iqv5ea/jerrys-chen-alexandria-22305/menu | https://www.jerryschen.com/t1iqv5ea/jerrys-chen-alexandria-22305/menu?menu=All+Day+Menu | https://www.jerryschen.com/t1iqv5ea/jerrys-chen-alexandria-22305/menu?menu=Lunch+Menu,"6 pieces. Steamed or Fried $9.95 | 2 spring rolls, 2 crab Rangoon, 2 chicken wings, 2 teriyaki chicken, 2 fried shrimp $15.95 | Tender wontons, served in a light broth. $5.65 | Classic comfort food featuring delicate egg strands in a light, flavorful chicken broth. $5.65 | Classic comfort soup with a balance of spicy and tangy flavors in a rich broth. $5.65"
osm-josephine-204948014,Josephine,not-found,generic-website,generic-website,42,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.josephineoldtown.com/ | https://www.josephineoldtown.com/_files/ugd/ea7e5d_82fd32ee22b9432598b1b2599dfa791b.pdf | https://www.josephineoldtown.com/_files/ugd/ea7e5d_532896e5598a43879fe013671ec17023.pdf | https://www.josephineoldtown.com/_files/ugd/ea7e5d_a03dc6dffe1345778adb338e802f1759.pdf | https://www.josephineoldtown.com/_files/ugd/ea7e5d_0f4d8f146b0149c7960a4cfeedf94189.pdf | https://www.josephineoldtown.com/_files/ugd/ea7e5d_a87805dd4201477a8fba2da3cbe2dedf.pdf | https://order.toasttab.com/online/columbia-firehouse,"6 extra waffle chips | Beef Bourguignon | lardons, mushrooms, carrots, pearl onions, pommes purée | creme brulÉe riz au lait rice, coconut milk, pineapple compote, puffed rice opera cake * mocha buttercream, dark chocolate ganache, almond joconde Lemon Bavarian Cream strawberries, lemon verbena meringues, cookie crumbl | Burger Josephine"
osm-juke-box-diner-3925447512,Juke Box Diner,not-found,generic-website,generic-website,134,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://jukeboxdiner.com/ | https://jukeboxdiner.com/juke-box-diner-classic-menu/ | https://jukeboxdiner.com/breakfast-menu/ | https://jukeboxdiner.com/desserts-ice-cream/,Hand Carved! Roasted white turkey over white bread. Topped with turkey sage gravy & cranberry sauce | 10oz NY Steak | 12 Wings | 6 Wings | Apple Pie
osm-juliano-s-subs-pizza-12493934493,Juliano's Subs & Pizza,not-found,generic-website,generic-website,42,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.julianosva.com/ | https://www.julianosva.com/_api/v1/access-tokens | https://www.julianosva.com/_files/ugd/fd4121_b52e6a2481f34efda5f82da56f9b91ff.pdf | https://www.julianosva.com/menu | https://www.julianosva.com/_api/restaurants-menus-item/v1/items,"Additional Toppings | (served with our homemade ranch) | Grilled strips of BBQ or Buffalo chicken breast on a bed of lettuce, tomatoes, green peppers, cucumbers, black olives, & onions w/ cheddar cheese. Served with ranch dressing | Served with marinara sauce"
osm-kabob-bazaar-1089754237,Kabob Bazaar,not-found,generic-website,generic-website,242,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://kabobbazaar.com/ | https://kabobbazaar.com/menu | https://kabobbazaar.com/menu?item=kubideh-kabob-pwQP&matchItemName=Kubideh%20Kabob | https://kabobbazaar.com/menu?item=beef-shish-kabob-9Ex2&matchItemName=Beef%20Shish%20Kabob | https://kabobbazaar.com/menu?item=kabob-torsh-gTry&matchItemName=Kabob%20Torsh | https://kabobbazaar.com/menu?item=chicken-shish-kabob-Pige&matchItemName=Chicken%20Shish%20Kabob | https://kabobbazaar.com/menu?item=salmon-kabob-IGnV&matchItemName=Salmon%20Kabob | https://kabobbazaar.com/menu?item=chicken-soltani-kabob-EuL4&matchItemName=Chicken%20Soltani%20Kabob | https://kabobbazaar.com/menu?item=kabob-bazaar-soltani-kabob-QnWX&matchItemName=Kabob%20Bazaar%20Soltani%20Kabob | https://kabobbazaar.com/menu?item=kaleh-paacheh-every-day-DeD9&matchItemName=Kaleh%20Paacheh%20(Every%20Day),120 Ounces | 18 Inch Pie
osm-kabob-palace-12207978745,Kabob Palace,not-found,generic-website,generic-website,15,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://kabobpalaceusa.com/ | https://kabobpalaceusa.com/our-menu/,"$20.85 Skinless fat-free chunk of chicken marinated in special seasoning | $27.55 One kubideh kabob and one bone in chicken | $34.15 One chicken kabob and one lamb kabob (boneless) | $37.95 One chicken, one lamb, and one kubideh | $20.85 Chunks of beef tenderloin marinated in our special house seasoning"
osm-kalpasi-2700747709,Kalpasi,not-found,generic-website,generic-website,121,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://kalpasi.com/ | https://kalpasi.com/lunch_and_dinner.html,Two South Indian pancakes made with fermented rice batter and served with a Chef’s curry – No substitutions | Aappam Platter with Chicken Curry | Aappam Platter with Egg Curry | Aappam Platter with Fish Curry | Aappam Platter with Mixed Vegetable Curry
osm-kao-sarn-thai-street-food-4822032792,Kao Sarn Thai Street Food,not-found,generic-website,generic-website,100,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://kaosarnthai.com/ | https://kaosarnthai.com/menu | https://kaosarnthai.com/menu?item=n1-pad-thai-oD2n&matchItemName=N1.%20Pad%20Thai | https://kaosarnthai.com/menu?item=n4-lad-na&matchItemName=N4.%20Lad%20Na | https://kaosarnthai.com/menu?item=r51-eggplant-combo&matchItemName=R%20Eggplant%20Basil%20Combo | https://kaosarnthai.com/menu?item=fr3-crab-meat-fried-rice-99kA&matchItemName=FR3.Crab%20Meat%20Fried%20Rice | https://kaosarnthai.com/menu?item=fr3-crab-meat-fried-rice-copy-Tu2G&matchItemName=FR4.%20Basil%20Fried%20Rice%20 | https://kaosarnthai.com/menu?item=n1-pad-thai-oD2n | https://kaosarnthai.com/menu?item=n3-pad-seew-9FxL | https://kaosarnthai.com/menu?item=n2-drunken-noodle-EBNf,Chicken and shrimp marinated with basil leaves served with house soy sauce sauce | Served with special tangy sauce and sticky rice
osm-kaphrao-express-304294832,Kaphrao Express,not-found,generic-website,generic-website,55,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,"https://www.kaphraoexpressva.com/ | https://www.kaphraoexpressva.com/app/store/api/v28/editor/users/154321811/sites/782204923733286040/products?page=1&per_page=200&include=images,media_files,discounts",Brown Rice | Chicken Cashew Nut | Chicken Satay | Chicken Skewers | Chive Cake
osm-karahi-boys-13475305897,Karahi Boys,extracted,generic-website,generic-website,121,1,0.008,0,0,0,0,0,0,official-disclosure-only,0,0,1,0,0,,0,0,,0,0,0,low-official-coverage:official-disclosure-only,low-official-coverage:official-disclosure-only,Only item-level official disclosure text was found for a small subset of items; preserve those rows but do not treat this as a complete official matrix.,https://karahiboys.com/ | https://karahiboys.com/menu | https://karahiboys.com/menu/chickenkarahis | https://karahiboys.com/menu/goatkarahis | https://karahiboys.com/menu/meethasweets,CAD
osm-kare-3094959244,Kare Bar,not-found,generic-website,generic-website,72,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://karebar.com/ | https://karebar.com/our-menu/ | https://karebar.com/menu-pdf/ | https://karebar.com/wp-content/uploads/2022/11/menu-1.pdf,Chicken Katsu Don $16 – Fried chicken cutlet over rice with egg and sweet soy sauce broth | Oyako Don $16 – Grilled chicken rice bowl with egg and sweet soy sauce broth | Tonkatsu Don $16 – Fried pork cutlet over rice with egg and sweet soy sauce broth | Baked Yuzu Cheesecake $7 – Rice and creamy cheesecake with Japanese citrus yuzu | Beef Curry
osm-kazan-2296474079,Kazan Restaurant,not-found,generic-website,generic-website,52,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.kazanrestaurant.com/ | https://www.kazanrestaurant.com/menu | https://www.kazanrestaurant.com/_files/ugd/66f9a6_0527640a9f714fb8b50af2f9b69a7861.pdf | https://www.kazanrestaurant.com/_files/ugd/66f9a6_f9aec14ffa914320a42bf900d7121a0e.pdf,"Chunks of tender chicken breast, sautéed with a special tomato garlic sauce and mixed vegetables, served over pasta. Sultan Tavuk Boneless, skinless chicken (one white, one dark) marinated in oregano sauce, charcoal gril | Caesar Salad | Special walnut dip topped with julienne chicken breast | See what percentage of your visitors 'bounce' off your site (only open one page then leave). Bounce rates and time-on-site are important metrics to understand the quality of your traffic so you can optimize your site. | Grilled chicken breast skewered with fresh tomatoes, green peppers, and onions. Served over rice pilaf Bolu Pilic Yogurtlu Sautéed chicken with fresh tomatoes sauce served over chunks of pita bread and yogurt sauce"
osm-kema-by-kenaki-13947834801,Kema By KENAKI,extracted,generic-website,generic-website,116,28,0.241,2.036,0.071,27,0.964,1,0.036,official-disclosure-only,0,27,1,1,0,gluten | soy,4,0.143,,27,0.964,0,,none,,https://www.kemasushi.com/ | https://www.kemasushi.com/menu | https://order.toasttab.com/online/kema,8oz. | Recovered from the reviewed launch repository after shared classifier tightening confirmed this row is a menu item. | 8 OZ HOUSE SHOYU | LOW SODIUM. *CONTAINS FISH (8oz) | STILL WATER
osm-khun-yai-thai-6269788362,Khun Yai Thai,not-found,generic-website,generic-website,86,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.khunyaithaiva.com/ | https://www.khunyaithaiva.com/_api/v1/access-tokens | https://www.khunyaithaiva.com/_api/restaurants-menus-item/v1/items,"Herb-based house made broth with slices of tender steak, bean sprouts, spring onions, fried garlic, and cilantro | Grilled beef salad with cucumber, red onion, tomatoes, scallion, and cilantro in a spicy lime dressing | Homemade teriyaki sauce, served with steamed broccoli and carrots | Thai-style clear broth noodle soup with chicken, shrimp, and bean sprouts. Topped with fried wontons, fried garlic and cilantro"
osm-kin-da-2598575314,Kin Da,extracted,generic-website,generic-website,93,1,0.011,0,0,0,0,0,0,official-disclosure-only,0,0,1,0,0,,0,0,,0,0,0,low-official-coverage:official-disclosure-only,low-official-coverage:official-disclosure-only,Only item-level official disclosure text was found for a small subset of items; preserve those rows but do not treat this as a complete official matrix.,https://kindatakoma.com/ | https://kindatakoma.com/menu/,"grilled chicken on the skewer served w/a peanut sauce & cucumber sauce (4PCS) | CRAB RANGOON | chicken, potato, onion & curry in a puff pastry, deep fried & served w/cucumber sauce (2PCS) | duck, cucumber & scallions wrapped w/roti & served w/plum sauce | served w/peanut sauce"
osm-king-of-koshary-1090400019,King of Koshary,not-found,generic-website,generic-website,80,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://kingofkoshary.com/ | https://kingofkoshary.com/menu | https://kingofkoshary.com/menu?item=okra-lamb-tajin-R2ic&matchItemName=Okra%20Lamb%20Tajin | https://kingofkoshary.com/menu?item=ox-tail-tajin-Z1TA&matchItemName=Ox%20Tail%20Tajin | https://kingofkoshary.com/menu?item=beef-shawarma-plate-vsal&matchItemName=Beef%20Shawarma%20Plate | https://kingofkoshary.com/menu?item=chicken-kabob-TDPg&matchItemName=Chicken%20Kabob | https://kingofkoshary.com/menu?item=chicken-tenders-aDFv&matchItemName=Chicken%20Tenders | https://kingofkoshary.com/menu?item=golash-with-beef-0Ah9&matchItemName=Golash%20with%20Beef | https://kingofkoshary.com/menu?item=kings-koshary-vegan-VjRR&matchItemName=King%27s%20Koshary%20(Vegan) | https://kingofkoshary.com/menu?item=cenjari-branzino-Jgvh&matchItemName=Cenjari%20Branzino,"that is perfect for meat lovers and food enthusiasts alike! This plate features a generous serving of juicy and tender liver, cooked to perfection, and paired with fresh green peppers that add a tangy and savory flavor t | Philo dough stuffed with walnut, cashew, almond, pistachios | Assorted Baklawa, crafted with flaky pastry. Be sure to purchase utensils if you'll need them (from the Miscellaneous category)."
osm-king-pollo-of-reston-5353088952,King Pollo of Reston,not-found,generic-website,generic-website,46,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://kingpollo.com/ | https://kingpollo.com/our-menus/ | https://kingpollo.com/locations/,"1/2 Chicken Meal, All White Two white meat with two sides | Beef steak and potatoes with fried eggs, White Rice and Plantains | Pan-prying beef steak with onions with sides and 2 tortillas | Carne Desilada Sauteed hand-pulled beef brisket with scrambled Egg, White Rice, Salad with 2 tortillas | Marinated and grilled thin beef steak with Whtie Rice, Beans and Salad with 2 tortillas"
osm-kisso-asian-bistro-12207936059,Kisso Asian Bistro,not-found,generic-website,generic-website,190,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://kissoasianbistro.com/ | https://tmt.spotapps.co/ordering-menu/?spot_id=113794 | https://kissoasianbistro.com/food-menu | https://kissoasianbistro.com/food-menu?menu_id=1363868,"10 pcs sushi, 25 pcs sashimi & 1 special roll (chef's choice) | Tuna, salmon, yellowtail & avocado wrapped w.soy paper & spicy mayo | Tuna, salmon & California | Age Tofu Fried Tofu Steak"
osm-ko-hyang-house-13948601701,Ko Hyang House,not-found,generic-website,generic-website,12,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.kohyangva.com/ | https://www.kohyangva.com/menu,Extra Kimchi | Extra Rice | Makgeolli (Rice Wine) | Minimum 15-20 mins | pork neckbone in mild pork broth w/ cabbage
osm-kohinoor-dhaba-3277788978,Kohinoor Dhaba,not-found,generic-website,generic-website,12,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,http://www.kohinoordhaba.com/ | http://www.kohinoordhaba.com/menu/ | http://www.kohinoordhaba.com/foodmenu/chicken/ | http://www.kohinoordhaba.com/foodmenu/seafood/ | http://www.kohinoordhaba.com/foodmenu/vegetable/ | http://www.kohinoordhaba.com/foodmenu/1-vegetable-pakora/ | http://www.kohinoordhaba.com/foodmenu/2-vegetable-samosa/ | http://www.kohinoordhaba.com/foodmenu/3-vegetable-samosa-with-chole/ | http://www.kohinoordhaba.com/foodmenu/chilli-chicken/ | http://www.kohinoordhaba.com/foodmenu/chicken-65/,"Dark meat cooked with curry leaf, dry chili and black pepper | Served with Rice A variety of chicken prepared in Indian sauce, made every day (check availability) | Garlic Naan, Onion Kulcha, Roti | onion, tomato and green pepper | Tomato, onions and green pepper"
osm-koma-coffee-13328243668,Koma Coffee,not-found,generic-website,generic-website,46,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.koma-cafe.com/ | https://www.koma-cafe.com/menu | https://order.toasttab.com/online/koma-cafe-8006-flower-ave,"10x10 Retail Coffee | Small: 2 shots of espresso with water (hot or iced) Large: 4 shots of espresso with water (hot or iced) | Anchovies marinated in olive oil, herbs, and spices. Served with focaccia. *Gluten Free Bread Optional* | Buratta Cheese | Soft and creamy burrata cheese with an olive oil drizzle. Served with focaccia. *Gluten Free Bread Optional*"
osm-kuya-ja-s-11983695316,Kuya Ja's,not-found,generic-website,generic-website,30,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.kuyajas.com/ | https://www.kuyajas.com/menu/ | https://www.kuyajas.com/online-ordering/ | https://www.kuyajas.com/location/kuya-jas-lechon-belly/,"(Vegetarian Available) | None | Pickled Ginger Papaya Salad | 2 Fried Beef Empanadas, Jalapeno Mayo | Chorizo and Beef, Fried Egg, Lettuce, JaJa Sauce, American Cheese, Fries"
osm-kyuramen-falls-church-11399205395,Kyuramen Falls Church,not-found,generic-website,generic-website,121,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.kyuramen.com/ | https://www.kyuramen.com/_api/v1/access-tokens | https://www.kyuramen.com/menu | https://www.kyuramen.com/_api/restaurants-menus-item/v1/items,"Served with Chashu Pork, Half Marinated Egg, Corn, Bamboo Shoots, Wakame, Scallion, and Nori in Pork Broth. | Served with Braised Pork Belly, Katsuobushi, Half Marinated Egg, Bamboo Shoots, Corn, Scallion, Nori, Sesame, and Shichimi in Pork Broth. | Served with Chashu Pork, Shrimp Tempura, Half Marinated Egg, Bamboo Shoots, Corn, Wakame, Scallion, and Nori. | Served with Chashu Pork, Shrimp, Bamboo Shoot, Corn, Scallion, Wakame, Nori, Half Marinated Egg"
osm-la-bonne-vie-640716899,La Bonne Vie,not-found,generic-website,generic-website,35,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.labonnevieva.com/ | https://www.labonnevieva.com/menu | https://static1.squarespace.com/static/667f6bc0a40d2056ccf09da3/t/668c67748a40203faf684499/1720477557385/LA+BONNE+VIE+MENU.pdf | https://static1.squarespace.com/static/667f6bc0a40d2056ccf09da3/t/69aa5146c017b70e2b2fb0f0/1772769606629/FEB+2026+LA+BONNE+VIE+MENU.pdf | https://static1.squarespace.com/static/667f6bc0a40d2056ccf09da3/t/668ada6e752f041bfd961978/1720375919390/DESSERT+MENU.pdf,"country style pâté, cornichons, toast points | romaine, walnut, raisins, vinaigrette | creamy tomato sauce | crostini, sherry, gruyère"
osm-la-brasa-latin-cuisine-95040964,La Brasa Latin Cuisine,not-found,generic-website,generic-website,25,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.labrasarockville.com/ | https://www.labrasarockville.com/menu,Beef soup with vegetables | Beef tripe soup with vegetables | Boneless tender marinated grilled chicken breast. Served with jasmine rice and salad | Chicken soup with rice and vegetables | Coleslaw
osm-la-brasita-10119939334,La Brasita,not-found,generic-website,generic-website,4,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.labrasita.com/ | https://www.labrasita.com/menu,Select the font you like best and that matches your brand’s colors. | You’ll receive all reviews to your email reviews to your inbox. Filter the testimonials and publish the ones you want to show off on your site. | Respond to your customers who have given you reviews. | Get as many reviews from your customers as you can and display the ones you want.
osm-la-ong-thai-3367109720,La Ong Thai,not-found,generic-website,generic-website,43,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://laongthai.com/ | https://laongthai.com/menu.pdf,"Brown Rice | Grilled marinated chicken skewers, | Shrimp, egg, snow pea, onion, bell pepper | (*)indicates spiciness 18% gratuity will be added for a party of 6 or more. | Onion, bell pepper, green onion Chocolate Lava W/ Vanilla Ice Cream House-Made Thai Coconut Ice Cream"
osm-la-palapa-too-1351751210,La Palapa Too,not-found,generic-website,generic-website,163,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.lapalapatoo.com/ | https://www.lapalapatoo.com/menu | https://lapalapatoo.toast.site/order | https://lapalapatoo.toast.site/order/lapalapatoo/item-carte-mexican-rice_e3272f82-02b8-473c-88ad-411536d0b2a4 | https://lapalapatoo.toast.site/order/lapalapatoo/item-chips_de921b08-147f-4cdc-b093-ad2b1018b265 | https://lapalapatoo.toast.site/order/lapalapatoo/item-chips-salsa-to-go_d3868753-e799-4be3-8b0b-463d7071df9f | https://lapalapatoo.toast.site/order/lapalapatoo/item-nachos-grilled-chicken_07a1dc96-983a-434e-bd6b-a930865bbd17 | https://lapalapatoo.toast.site/order/lapalapatoo/item-nachos-grilled-steak_df9848f2-337b-4af3-aeec-61501afd0d4e | https://lapalapatoo.toast.site/order/lapalapatoo/item-quesadilla-ground-beef_5d429713-945e-4591-b40f-5658e2801eeb | https://lapalapatoo.toast.site/order/lapalapatoo/item-quesadilla-shredded-chicken_9ded704e-1c4a-43e3-916f-9e295add5506,"Bean and Cheese Burrito | Bean & Cheese burrito | Birria Quesadilla | Flour tortilla, with melted cheese. Served with pico de gallo, & sour cream upon request. Slow braised beef. | Birria Tacos"
osm-la-union-restaraunt-262949474,La Union Restaraunt,not-found,generic-website,generic-website,87,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://launionrestaurant.com/ | https://launionrestaurant.com/menu | https://launionrestaurant.com/menu?item=pupusas-KQXR&matchItemName=Pupusas | https://launionrestaurant.com/menu?item=tamal-de-pollo-11Ba&matchItemName=Tamal%20De%20Pollo | https://launionrestaurant.com/menu?item=yuca-con-chicharron-RgyR&matchItemName=Yuca%20Con%20Chicharron | https://launionrestaurant.com/menu?item=nachos-5UBD&matchItemName=Nachos | https://launionrestaurant.com/menu?item=chimichangas-mElj&matchItemName=Chimichangas | https://launionrestaurant.com/menu?item=enchiladas-N2oo&matchItemName=Enchiladas | https://launionrestaurant.com/menu?item=burritos-PVld&matchItemName=Burritos | https://launionrestaurant.com/menu?item=refried-beans-LD7F&matchItemName=Refried%20Beans,Fresh slices of Mexican hass avocado | Fresh sliced avocados and tomatoes on lettuce with La Union dressing
osm-lake-ridge-pizzaria-5550599615,Lake Ridge Pizzaria,not-found,generic-website,generic-website,156,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://lakeridgepizzariamenu.com/ | https://lakeridgepizzariamenu.com/?category-id=1000036473&item-id=1000243288 | https://lakeridgepizzariamenu.com/?category-id=1000036475&item-id=1000243322 | https://lakeridgepizzariamenu.com/?category-id=1000036475&item-id=1000243358 | https://lakeridgepizzariamenu.com/?category-id=1000036514&item-id=1000243560 | https://lakeridgepizzariamenu.com/?category-id=1000036527&item-id=1000243657 | https://lakeridgepizzariamenu.com/?category-id=1000036552&item-id=1000243880 | https://lakeridgepizzariamenu.com/?category-id=1000036578&item-id=1000244101 | https://lakeridgepizzariamenu.com/?category-id=1000036580&item-id=1000244132 | https://lakeridgepizzariamenu.com/?category-id=1000036475&item-id=1000243309,$14.99 | All American Pizza | American Delight Pizza
osm-lamoon-thai-13607444769,Lamoon Thai,not-found,generic-website,generic-website,119,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.lamoonsilverspring.com/ | https://www.lamoonsilverspring.com/_api/v1/access-tokens | https://www.lamoonsilverspring.com/menu | https://www.lamoonsilverspring.com/lunch-special | https://www.lamoonsilverspring.com/_api/restaurants-menus-item/v1/items,"Egg Noodle Soup with Thai BBQ Pork in clear broth topping with scallion, cilantro and garlic | Golden-fried 1.5 pounds whole fish served with Thai basil sauce, steamed mixed vegetable, and rice | A Chef's specialty crispy fried shrimp topped with Sweet Honey sauce serve with rice and seasons vegetables."
sonic,Sonic Drive-In,extracted,generic-website,generic-website,139,139,1,1.05,0,60,0.432,0,0,official-full,138,1,0,0,0,,79,0.568,,139,1,0,,none,,https://www.sonicdrivein.com/menu/ | https://www.sonicdrivein.com/nutrition-allergen/ | https://assets.ctfassets.net/whnlxz6bna9d/T3PUKv8qNmCcCFkR7cLVA/37be0b0046b04fa6739818e4381b514d/61131-3_SUM26_NAT_NutritionalBrochure_FA_rg_WCAG__1_.pdf | https://assets.ctfassets.net/whnlxz6bna9d/4tmYsesAFvJSgShsHRJOa6/f7ccdc5ef9d5fc0126ca091d285a4942/61131-15_NAT_SUM26_NationalAllergenGuide_FA_rg_WCAG.pdf | https://assets.ctfassets.net/whnlxz6bna9d/7hH2CrDVLM6VTxJbFNYtQI/8e156b5f1bc3c9b5f8d189a3e073de8e/61131-17_SUM26_IngredientStatementGuide_FA_ps_WCAG.pdf,Official Sonic national allergen guide.
crumbl,Crumbl,extracted,nutritionix,nutritionix-official,156,150,0.962,4.007,0.013,150,1,2,0.013,official-disclosure-only,0,0,150,0,0,egg | milk | soy | wheat,94,0.627,,148,0.987,0,,none,,https://crumblcookies.com/menu | https://crumblcookies.com/nutrition/regular | https://crumblcookies.com/sitemap.xml | https://crumblcookies.com/order/carry_out | https://crumblcookies.com/order/catering | https://crumblcookies.com/order/out_of_range | https://crumblcookies.com/order/pickup | https://crumblcookies.com/products/12-pack | https://crumblcookies.com/products/4-pack | https://crumblcookies.com/products/6-pack,"12 large gourmet cookies. | 4 large gourmet cookies. | 6 large gourmet cookies. | A rich chocolatey cookie topped with a spread of sweet coconut, melty milk chocolate, and crunchy almonds. | Official product allergen disclosure: Milk, Egg, Wheat, Almonds, Tree Nuts, Soy, Coconuts; Peanuts"
